respondent_id,tech_company,prev_boss,observed_mhdcoworker_bad_conseq,anonymity_protected=I don't know,anonymity_protected=No,anonymity_protected=Yes,mh_family_history=I don't know,mh_family_history=No,mh_family_history=Yes,mh_ph_boss_serious=I don't know,mh_ph_boss_serious=No,mh_ph_boss_serious=Yes,boss_mh_discuss=I don't know,boss_mh_discuss=No,boss_mh_discuss=Yes,resources=I don't know,resources=No,resources=Yes,benefits=I don't know,benefits=No,benefits=Not eligible for coverage / N/A,benefits=Yes,mh_options_known=I am not sure,mh_options_known=No,mh_options_known=Not applicable,mh_options_known=Yes,mhdcoworker_you_not_reveal=Maybe,mhdcoworker_you_not_reveal=No,mhdcoworker_you_not_reveal=No response,mhdcoworker_you_not_reveal=Not applicable,mhdcoworker_you_not_reveal=Yes,company_size_ord,remote_work_ord,ph_interview_ord,mh_interview_ord,bad_conseq_mh_boss_ord,bad_conseq_ph_boss_ord,mh_comfort_coworkers_ord,mh_comfort_supervisor_ord,friends_family_mhd_comfort__na,friends_family_mhd_comfort_ord,prev_observed_bad_conseq_mh__na,prev_observed_bad_conseq_mh_ord,bad_conseq_ph_prev_boss__na,bad_conseq_ph_prev_boss_ord,prev_resources__na,prev_resources_ord,mh_comfort_prev_coworkers__na,mh_comfort_prev_coworkers_ord,leave_easy__idk,leave_easy_ord,prev_mh_options_known__na,prev_mh_options_known_ord,ever_observed_mhd_bad_response__idk,ever_observed_mhd_bad_response__no_response,ever_observed_mhd_bad_response_ord,prev_anonymity_protected__na,prev_anonymity_protected__idk,prev_anonymity_protected_ord,bad_conseq_mh_prev_boss__na,bad_conseq_mh_prev_boss__idk,bad_conseq_mh_prev_boss_ord,mh_ph_prev_boss_serious__na,mh_ph_prev_boss_serious__idk,mh_ph_prev_boss_serious_ord,prev_boss_mh_discuss__na,prev_boss_mh_discuss__idk,prev_boss_mh_discuss_ord,mh_comfort_prev_supervisor__na,mh_comfort_prev_supervisor__idk,mh_comfort_prev_supervisor_ord,prev_benefits__na,prev_benefits__idk,prev_benefits_ord
235,1,1,0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0,1.0,0,1.0,0,1.0,0,1.0,0,2.0,0,4.0,0,2.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0
236,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1,,0,1.0,0,2.0,0,1.0,0,2.0,1,,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,0.0,0,0,0.0
237,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0,4.0,0,2.0,0,1.0,0,1.0,0,2.0,0,1.0,0,3.0,0,0,0.0,0,1,,0,0,2.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0
238,0,1,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,0,2.0,0,2.0,0,1.0,0,2.0,0,2.0,0,3.0,0,2.0,0,0,2.0,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,1.0
239,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0,2.0,0,2.0,0,2.0,0,2.0,0,1.0,0,2.0,0,2.0,1,0,,0,1,,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0
240,1,1,1,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,0,4.0,0,2.0,0,1.0,0,2.0,0,2.0,0,5.0,0,3.0,0,0,2.0,0,0,2.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,2.0
241,1,1,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,5.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,0,4.0,0,1.0,0,1.0,0,3.0,0,1.0,0,3.0,0,1.0,0,0,0.0,0,1,,0,0,0.0,0,1,,0,1,,0,0,2.0,0,1,
242,1,1,0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0,4.0,0,2.0,0,2.0,0,1.0,0,1.0,0,2.0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
243,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,0,0.0,0,1,,0,0,0.0,0,1,,0,1,
244,1,1,1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,,0,1.0,0,1.0,0,1.0,0,3.0,1,,0,1.0,0,0,1.0,0,1,,0,0,0.0,0,0,2.0,0,0,2.0,0,0,2.0,0,1,
245,1,1,0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1,,0,1.0,0,1.0,0,1.0,0,1.0,1,,0,1.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
246,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,0,4.0,1,,1,,1,,1,,0,4.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
247,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0,4.0,0,1.0,0,3.0,0,2.0,0,1.0,1,,0,2.0,0,0,0.0,0,1,,0,0,2.0,0,1,,0,0,1.0,0,0,0.0,0,0,1.0
248,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,0,5.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
249,1,1,0,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0,5.0,0,2.0,0,2.0,0,3.0,0,2.0,0,5.0,0,2.0,0,0,2.0,0,0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
250,0,1,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,0,5.0,0,3.0,0,3.0,0,1.0,0,2.0,0,5.0,0,2.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
251,0,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0,3.0,0,2.0,0,2.0,0,1.0,0,2.0,0,3.0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,1,,0,0,0.0,0,0,1.0,0,0,0.0
252,1,1,0,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1,,0,1.0,0,2.0,0,1.0,0,1.0,0,2.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
253,1,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,5.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,0,5.0,0,2.0,0,3.0,0,1.0,0,2.0,0,4.0,0,1.0,0,0,2.0,0,1,,0,0,2.0,0,0,0.0,0,0,0.0,0,1,,0,0,0.0
254,0,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,6.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,0,4.0,0,3.0,0,2.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,1,,0,0,0.0,0,0,0.0,0,0,0.0
255,0,0,1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0,3.0,1,,1,,1,,1,,0,1.0,1,,0,0,1.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
256,1,1,0,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1,,0,1.0,0,1.0,0,1.0,0,2.0,1,,0,1.0,1,0,,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,1,
257,1,1,0,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0,2.0,0,2.0,0,1.0,0,1.0,0,2.0,0,2.0,0,1.0,0,0,0.0,0,0,2.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0
258,1,1,0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0,5.0,0,1.0,0,2.0,0,1.0,0,2.0,0,5.0,0,1.0,1,0,,0,1,,0,0,1.0,0,1,,0,0,0.0,0,0,1.0,0,0,0.0
259,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,4.0,0,2.0,0,1.0,0,2.0,0,2.0,0,3.0,0,2.0,1,0,,0,0,1.0,0,1,,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
260,1,1,0,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,2.0,0,2.0,0,3.0,0,5.0,0,3.0,0,0,0.0,0,0,1.0,0,0,2.0,0,0,2.0,0,0,2.0,0,0,2.0,0,0,2.0
261,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1.0,0,1.0,0,3.0,0,1.0,0,1.0,0,3.0,0,1.0,0,0,0.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0
262,1,1,0,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0,4.0,0,2.0,0,1.0,0,2.0,0,2.0,0,5.0,0,1.0,1,0,,0,0,2.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
263,0,1,0,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,0,5.0,0,1.0,0,1.0,0,2.0,0,3.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,0,0.0,0,0,1.0,0,0,0.0,0,0,2.0,0,1,
264,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0,4.0,0,1.0,0,2.0,0,1.0,0,1.0,0,2.0,0,2.0,0,0,0.0,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0
265,1,0,0,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0,4.0,1,,1,,1,,1,,0,5.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
266,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0,4.0,0,1.0,0,2.0,0,2.0,0,2.0,1,,0,2.0,0,0,0.0,0,1,,0,1,,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
267,1,1,1,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0,4.0,0,1.0,0,3.0,0,2.0,0,1.0,0,1.0,0,2.0,1,0,,0,0,2.0,0,0,2.0,0,1,,0,0,1.0,0,0,0.0,0,0,1.0
268,1,1,0,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0,4.0,0,1.0,0,3.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,2.0,0,1,,0,0,2.0,0,1,,0,0,0.0,0,1,,0,0,0.0
269,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0,5.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0.0,0,0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,2.0
270,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,0,5.0,0,1.0,0,1.0,0,1.0,0,3.0,0,3.0,0,1.0,0,0,1.0,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,2.0,0,0,0.0
271,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0,2.0,0,1.0,0,2.0,0,1.0,0,3.0,1,,0,1.0,1,0,,0,1,,0,0,1.0,0,1,,0,1,,0,0,2.0,0,1,
272,1,1,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0,4.0,0,2.0,0,2.0,0,2.0,0,1.0,0,5.0,0,3.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
273,1,1,0,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,0,3.0,0,1.0,1,0,,0,1,,0,1,,0,0,0.0,0,0,0.0,0,1,,0,1,
274,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,2.0,0,1.0,1,0,,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
275,1,0,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,0,3.0,1,,1,,1,,1,,0,2.0,1,,0,1,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
276,0,1,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,2.0,0,1.0,0,0,0.0,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,1,
277,1,1,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0,2.0,0,2.0,0,3.0,0,1.0,0,1.0,0,5.0,0,2.0,0,0,2.0,0,1,,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0
278,1,1,0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,1.0,0,1.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,2.0
279,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,5.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,0,4.0,1,,1,,1,,1,,0,4.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
280,1,1,0,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,0,5.0,0,2.0,0,2.0,0,2.0,0,2.0,0,4.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0,0,1,
281,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,6.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,0,2.0,0,1.0,0,2.0,0,2.0,0,2.0,0,4.0,0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,1.0
282,1,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,0,4.0,1,,1,,1,,1,,0,5.0,1,,0,1,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
283,1,1,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,0,4.0,0,2.0,0,2.0,0,1.0,0,2.0,0,4.0,0,1.0,0,0,2.0,0,1,,0,0,1.0,0,1,,0,1,,0,0,1.0,0,0,1.0
284,1,1,0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,0,5.0,0,1.0,0,1.0,0,1.0,0,2.0,0,5.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,1,
285,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,2.0,0,1.0,0,1.0,0,2.0,0,1.0,0,0,1.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,0.0,0,0,0.0
286,1,1,0,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,5.0,0,1.0,0,0,2.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,1,
287,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,0,1.0,0,2.0,0,1.0,0,1.0,0,5.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0
288,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,0,4.0,0,2.0,0,3.0,0,1.0,0,1.0,0,5.0,0,3.0,1,0,,0,1,,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
289,0,1,0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,6.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,0,2.0,0,1.0,0,1.0,0,1.0,0,1.0,0,2.0,0,1.0,0,0,2.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,1,,0,0,0.0
290,1,0,0,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0,4.0,1,,1,,1,,1,,0,4.0,1,,0,1,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
291,1,1,0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,2.0,0,2.0,0,3.0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,2.0,0,0,1.0,0,0,1.0,0,1,
292,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,1,,0,0,0.0,0,0,0.0,0,0,0.0,0,1,
293,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,4.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,0,5.0,0,3.0,0,0,1.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,0,2.0
294,1,1,0,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,5.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0,3.0,0,2.0,0,1.0,0,1.0,0,1.0,1,,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,1,
295,1,0,0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0,3.0,1,,1,,1,,1,,0,2.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
296,1,1,0,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,0,4.0,0,2.0,0,1.0,0,2.0,0,2.0,0,3.0,0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
297,0,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,6.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,0.0,0,1,,0,0,0.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,2.0
298,1,1,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,4.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,0,2.0,0,2.0,0,3.0,0,2.0,0,2.0,1,,0,1.0,1,0,,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,0,2.0
299,1,1,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,0,5.0,0,1.0,0,1.0,0,1.0,0,2.0,0,5.0,0,2.0,1,0,,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2.0
300,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0,4.0,0,1.0,0,1.0,0,2.0,0,1.0,0,2.0,0,1.0,1,0,,0,1,,0,0,2.0,0,0,0.0,0,0,1.0,0,0,1.0,0,1,
301,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0,3.0,0,3.0,0,2.0,0,2.0,0,2.0,1,,0,2.0,0,0,1.0,0,1,,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
302,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,5.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,0,5.0,0,1.0,0,2.0,0,2.0,0,2.0,0,4.0,0,2.0,0,0,1.0,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0
303,1,1,0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1,,0,2.0,0,1.0,0,2.0,0,2.0,0,2.0,0,3.0,1,0,,0,0,1.0,0,1,,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
304,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
